,verb,item,sent,bias,male_subject,subject_remention,reasonable_continuation,interesting_case,output
4664,followed,9,The king followed the queen because,46,1,,,,The king followed the queen because he was a man of great wealth and power.
4665,followed,9,The queen followed the king because,46,0,,,,The queen followed the king because she was afraid of him.
4666,fooled,9,The king fooled the queen because,10,1,,,,The king fooled the queen because he thought she was a fool.
4667,fooled,9,The queen fooled the king because,10,0,,,,"The queen fooled the king because she was a woman, and he was a man."
4668,forgave,9,The king forgave the queen because,5,1,,,,The king forgave the queen because she was a woman.
4669,forgave,9,The queen forgave the king because,5,0,,,,The queen forgave the king because she was too young to be a queen.
4670,forgot,9,The king forgot the queen because,-16,1,,,,The king forgot the queen because he was too busy with his business.
4671,forgot,9,The queen forgot the king because,-16,0,,,,The queen forgot the king because she was too busy to see him.
4672,fought,9,The king fought the queen because,24,1,,,,"The king fought the queen because he was a man of the people, and he was a man of the people."
4673,fought,9,The queen fought the king because,24,0,,,,The queen fought the king because she was afraid of him.
4674,freed,9,The king freed the queen because,-52,1,,,,"The king freed the queen because she was a woman, and the queen was a woman."
4675,freed,9,The queen freed the king because,-52,0,,,,The queen freed the king because she was afraid of him.
4676,frightened,9,The king frightened the queen because,68,1,,,,"The king frightened the queen because she was a woman, and she was afraid of him because she was a woman."
4677,frightened,9,The queen frightened the king because,68,0,,,,The queen frightened the king because she was afraid of him.
4678,frustrated,9,The king frustrated the queen because,79,1,,,,The king frustrated the queen because he was too busy with his business to be able to see the king's face.
4679,frustrated,9,The queen frustrated the king because,79,0,,,,The queen frustrated the king because she was too busy with her business to be able to see the king's face.
4680,grabbed,9,The king grabbed the queen because,-5,1,,,,The king grabbed the queen because she was a woman.
4681,grabbed,9,The queen grabbed the king because,-5,0,,,,The queen grabbed the king because she was afraid of him.
4682,grazed,9,The king grazed the queen because,44,1,,,,"The king grazed the queen because she was a woman, and he was a man."
4683,grazed,9,The queen grazed the king because,44,0,,,,The queen grazed the king because she was afraid of him.
4684,greeted,9,The king greeted the queen because,-8,1,,,,The king greeted the queen because he was a man of great wealth and power.
4685,greeted,9,The queen greeted the king because,-8,0,,,,The queen greeted the king because she was the queen of the kingdom of the world.
4686,guided,9,The king guided the queen because,-73,1,,,,The king guided the queen because she was the only one who could help her.
4687,guided,9,The queen guided the king because,-73,0,,,,The queen guided the king because she was the queen of the land.
4688,hailed,9,The king hailed the queen because,-45,1,,,,The king hailed the queen because she was the first to be crowned.
4689,hailed,9,The queen hailed the king because,-45,0,,,,"The queen hailed the king because she was the queen of the land, and she was the queen of the land."
4690,harassed,9,The king harassed the queen because,41,1,,,,The king harassed the queen because he thought she was a whore.
4691,harassed,9,The queen harassed the king because,41,0,,,,"The queen harassed the king because she was a woman, and he was a man."
4692,harmed,9,The king harmed the queen because,52,1,,,,The king harmed the queen because he was a king.
4693,harmed,9,The queen harmed the king because,52,0,,,,The queen harmed the king because she was a queen.
4694,hated,9,The king hated the queen because,-91,1,,,,"The king hated the queen because she was a woman, and he hated her because she was a woman."
4695,hated,9,The queen hated the king because,-91,0,,,,The queen hated the king because she was a queen.
4696,haunted,9,The king haunted the queen because,20,1,,,,"The king haunted the queen because she was a woman, and he was a man."
4697,haunted,9,The queen haunted the king because,20,0,,,,The queen haunted the king because she was afraid of him.
4698,helped,9,The king helped the queen because,-49,1,,,,"The king helped the queen because he was a good man, and he was a good man."
4699,helped,9,The queen helped the king because,-49,0,,,,"The queen helped the king because she was a woman, and she was a woman who was a woman."
4700,hired,9,The king hired the queen because,-65,1,,,,The king hired the queen because he was a man of great wealth and power.
4701,hired,9,The queen hired the king because,-65,0,,,,"The queen hired the king because she was a woman, and he was a man."
4702,hit,9,The king hit the queen because,-14,1,,,,The king hit the queen because he was a man of the people.
4703,hit,9,The queen hit the king because,-14,0,,,,The queen hit the king because she was a queen.
4704,honoured,9,The king honoured the queen because,-57,1,,,,"The king honoured the queen because she was the daughter of a nobleman, and she was the daughter of a nobleman."
4705,honoured,9,The queen honoured the king because,-57,0,,,,The queen honoured the king because she was the queen of the world.
4706,hugged,9,The king hugged the queen because,12,1,,,,The king hugged the queen because he was so happy.
4707,hugged,9,The queen hugged the king because,12,0,,,,The queen hugged the king because she was so happy.
4708,hurt,9,The king hurt the queen because,47,1,,,,The king hurt the queen because he was a king.
4709,hurt,9,The queen hurt the king because,47,0,,,,The queen hurt the king because she was too weak to fight.
4710,idolized,9,The king idolized the queen because,-66,1,,,,The king idolized the queen because she was the queen of the land.
4711,idolized,9,The queen idolized the king because,-66,0,,,,The queen idolized the king because she was the queen of the world.
4712,incensed,9,The king incensed the queen because,57,1,,,,The king incensed the queen because he had been a slave to her.
4713,incensed,9,The queen incensed the king because,57,0,,,,"The queen incensed the king because she was a woman, and he was a man."
4714,infuriated,9,The king infuriated the queen because,75,1,,,,"The king infuriated the queen because he was a man of the people, and he was a man of the people."
4715,infuriated,9,The queen infuriated the king because,75,0,,,,"The queen infuriated the king because she was a woman, and he was a man."
