verb;item;sent;bias;subject_gender;output
debated with;6;The prince debated with the princess because;27;1;The prince debated with the princess because he was afraid of her.
debated with;6;The princess debated with the prince because;27;0;The princess debated with the prince because she was afraid of him.
deceived;6;The prince deceived the princess because;63;1;The prince deceived the princess because he thought she was a princess.
deceived;6;The princess deceived the prince because;63;0;The princess deceived the prince because she was afraid of him.
decried;6;The prince decried the princess because;-11;1;"The prince decried the princess because she was ""a woman who is not a princess."
decried;6;The princess decried the prince because;-11;0;"The princess decried the prince because he was a ""fool"" and ""a fool"" and ""a fool"" because he was a ""fool"" and ""a fool"" because he was a ""fool"" and ""a fool""."
defied;6;The prince defied the princess because;27;1;The prince defied the princess because he was afraid of her.
defied;6;The princess defied the prince because;27;0;The princess defied the prince because she was afraid of him.
delighted;6;The prince delighted the princess because;85;1;The prince delighted the princess because he was a good man, and he was a good man.
delighted;6;The princess delighted the prince because;85;0;The princess delighted the prince because she was the only one who could help him.
denounced;6;The prince denounced the princess because;-36;1;"The prince denounced the princess because she was a ""fraud"" and ""a fraud"" and said she was ""a fraud"" and ""a fraud"" because she was ""a fraud"" and ""a fraud."
denounced;6;The princess denounced the prince because;-36;0;"The princess denounced the prince because he was a ""fraud"" and ""a traitor to the kingdom."
deplored;6;The prince deplored the princess because;-34;1;The prince deplored the princess because she was a princess.
deplored;6;The princess deplored the prince because;-34;0;The princess deplored the prince because he was a man of the people.
deprecated;6;The prince deprecated the princess because;-12;1;The prince deprecated the princess because she was too young to be a princess.
deprecated;6;The princess deprecated the prince because;-12;0;The princess deprecated the prince because he was too weak to fight.
derided;6;The prince derided the princess because;-24;1;The prince derided the princess because she was too young to be a princess.
derided;6;The princess derided the prince because;-24;0;"The princess derided the prince because he was a ""fool."
deserted;6;The prince deserted the princess because;36;1;The prince deserted the princess because he was afraid of her.
deserted;6;The princess deserted the prince because;36;0;The princess deserted the prince because she was too young to be a princess.
despised;6;The prince despised the princess because;-87;1;The prince despised the princess because she was a woman, and he hated her because she was a man.
despised;6;The princess despised the prince because;-87;0;The princess despised the prince because he was a man of the people, and she hated him because he was a man of the people.
detested;6;The prince detested the princess because;-78;1;The prince detested the princess because she was too young to be a princess.
detested;6;The princess detested the prince because;-78;0;The princess detested the prince because he was a man of the people, and she was afraid of him.
disappointed;6;The prince disappointed the princess because;73;1;The prince disappointed the princess because he thought she was a bit too young.
disappointed;6;The princess disappointed the prince because;73;0;The princess disappointed the prince because she was too young to be a princess.
