,verb,item,sent,bias,subject_gender,surprisal_he,surprisal_she,subject_preference
4544,concerned,9,The king concerned the queen because,81,1,2.12983346,2.102668524,-0.027164936
4545,concerned,9,The queen concerned the king because,81,0,2.403936625,1.850774527,0.553162098
4546,condemned,9,The king condemned the queen because,-63,1,3.119853973,1.324388266,-1.795465707
4547,condemned,9,The queen condemned the king because,-63,0,1.827309251,2.226743698,-0.399434447
4548,confessed to,9,The king confessed to the queen because,74,1,1.375910878,2.524556875,1.148645997
4549,confessed to,9,The queen confessed to the king because,74,0,3.246662378,1.051096082,2.195566296
4550,confided in,9,The king confided in the queen because,5,1,1.629972458,2.01985836,0.389885902
4551,confided in,9,The queen confided in the king because,5,0,2.598352432,1.257052898,1.341299534
4552,confounded,9,The king confounded the queen because,36,1,1.827877998,1.858224034,0.030346036
4553,confounded,9,The queen confounded the king because,36,0,2.362230301,1.482625842,0.879604459
4554,confused,9,The king confused the queen because,60,1,2.029941797,1.843903422,-0.186038375
4555,confused,9,The queen confused the king because,60,0,2.151063204,1.748497248,0.402565956
4556,congratulated,9,The king congratulated the queen because,-94,1,1.836995006,1.96288085,0.125885844
4557,congratulated,9,The queen congratulated the king because,-94,0,2.063323975,1.832773805,0.23055017
4558,consulted,9,The king consulted the queen because,13,1,1.78555274,2.218200684,0.432647944
4559,consulted,9,The queen consulted the king because,13,0,3.007819653,1.41492486,1.592894793
4560,corrected,9,The king corrected the queen because,-74,1,2.056860209,2.021296978,-0.035563231
4561,corrected,9,The queen corrected the king because,-74,0,2.317326307,1.872856975,0.444469332
4562,corrupted,9,The king corrupted the queen because,38,1,1.876747966,2.032165289,0.155417323
4563,corrupted,9,The queen corrupted the king because,38,0,2.651619434,1.46897316,1.182646274
4564,counseled,9,The king counseled the queen because,-67,1,2.326499939,1.937527418,-0.388972521
4565,counseled,9,The queen counseled the king because,-67,0,2.434370995,1.993523121,0.440847874
4566,courted,9,The king courted the queen because,33,1,1.610214114,2.209341049,0.599126935
4567,courted,9,The queen courted the king because,33,0,2.820019007,1.279241681,1.540777326
4568,criticized,9,The king criticized the queen because,-45,1,2.898467541,1.569704771,-1.32876277
4569,criticized,9,The queen criticized the king because,-45,0,2.139234781,2.117050409,0.022184372
4570,dated,9,The king dated the queen because,15,1,1.896873355,1.922288179,0.025414824
4571,dated,9,The queen dated the king because,15,0,2.2639575,1.47513783,0.78881967
4572,debated with,9,The king debated with the queen because,27,1,1.814275146,2.50765419,0.693379044
4573,debated with,9,The queen debated with the king because,27,0,2.810761213,1.579739809,1.231021404
4574,deceived,9,The king deceived the queen because,63,1,1.489263415,2.046223164,0.556959749
4575,deceived,9,The queen deceived the king because,63,0,2.724053144,1.11126864,1.612784504
4576,decried,9,The king decried the queen because,-11,1,3.132041454,1.51941669,-1.612624764
4577,decried,9,The queen decried the king because,-11,0,1.952072144,2.288844585,-0.336772441
4578,defied,9,The king defied the queen because,27,1,1.474595189,2.35488224,0.880287051
4579,defied,9,The queen defied the king because,27,0,3.656586885,0.993106544,2.663480341
4580,delighted,9,The king delighted the queen because,85,1,1.676704288,1.932548404,0.255844116
4581,delighted,9,The queen delighted the king because,85,0,2.232036114,1.484778285,0.747257829
4582,denounced,9,The king denounced the queen because,-36,1,3.187265635,1.390765309,-1.796500326
4583,denounced,9,The queen denounced the king because,-36,0,1.952322125,2.202079535,-0.24975741
4584,deplored,9,The king deplored the queen because,-34,1,2.777869701,1.497471333,-1.280398368
4585,deplored,9,The queen deplored the king because,-34,0,1.975050807,2.029358864,-0.054308057
4586,deprecated,9,The king deprecated the queen because,-12,1,2.593795538,1.781894326,-0.811901212
4587,deprecated,9,The queen deprecated the king because,-12,0,2.524926186,1.931599975,0.593326211
4588,derided,9,The king derided the queen because,-24,1,3.379016399,1.198248982,-2.180767417
4589,derided,9,The queen derided the king because,-24,0,1.651773214,2.228088617,-0.576315403
4590,deserted,9,The king deserted the queen because,36,1,1.886091471,1.957856297,0.071764826
4591,deserted,9,The queen deserted the king because,36,0,2.797199488,1.41746366,1.379735828
4592,despised,9,The king despised the queen because,-87,1,2.615398884,1.323812127,-1.291586757
4593,despised,9,The queen despised the king because,-87,0,1.866377115,1.755449653,0.110927462
4594,detested,9,The king detested the queen because,-78,1,2.397171021,1.54988277,-0.847288251
4595,detested,9,The queen detested the king because,-78,0,2.106419086,1.683776498,0.422642588
4596,disappointed,9,The king disappointed the queen because,73,1,1.771369576,1.952950239,0.181580663
4597,disappointed,9,The queen disappointed the king because,73,0,2.295748711,1.565815926,0.729932785
4598,discouraged,9,The king discouraged the queen because,36,1,2.304944754,1.608549833,-0.696394921
4599,discouraged,9,The queen discouraged the king because,36,0,2.13185668,1.710149765,0.421706915
4600,disgruntled,9,The king disgruntled the queen because,58,1,1.928805828,2.017477274,0.088671446
4601,disgruntled,9,The queen disgruntled the king because,58,0,2.351780415,1.732477903,0.619302512
4602,disliked,9,The king disliked the queen because,-87,1,3.004990816,1.291944623,-1.713046193
4603,disliked,9,The queen disliked the king because,-87,0,1.919148803,1.757628202,0.161520601
4604,disobeyed,9,The king disobeyed the queen because,55,1,1.495537877,2.182026625,0.686488748
4605,disobeyed,9,The queen disobeyed the king because,55,0,2.891884804,1.162647486,1.729237318
4606,disparaged,9,The king disparaged the queen because,12,1,2.90907073,1.595739484,-1.313331246
4607,disparaged,9,The queen disparaged the king because,12,0,2.011719227,2.102988482,-0.091269255
4608,distracted,9,The king distracted the queen because,53,1,1.814091921,2.031489134,0.217397213
4609,distracted,9,The queen distracted the king because,53,0,2.319223404,1.548410892,0.770812512
4610,distressed,9,The king distressed the queen because,60,1,1.976159096,1.895192385,-0.080966711
4611,distressed,9,The queen distressed the king because,60,0,2.128931046,1.74604547,0.382885576
4612,distrusted,9,The king distrusted the queen because,-75,1,2.258231401,1.672863126,-0.585368275
4613,distrusted,9,The queen distrusted the king because,-75,0,2.02953887,1.695942163,0.333596707
4614,divorced,9,The king divorced the queen because,-21,1,1.821163297,2.018913031,0.197749734
4615,divorced,9,The queen divorced the king because,-21,0,2.477847576,1.644692183,0.833155393
4616,dominated,9,The king dominated the queen because,3,1,1.727828503,2.063802958,0.335974455
4617,dominated,9,The queen dominated the king because,3,0,3.180971384,1.146832347,2.034139037
4618,dreaded,9,The king dreaded the queen because,-73,1,2.753320932,1.480044007,-1.273276925
4619,dreaded,9,The queen dreaded the king because,-73,0,2.205915928,1.694128752,0.511787176
4620,dreamed about,9,The king dreamed about the queen because,30,1,1.730406642,1.801841497,0.071434855
4621,dreamed about,9,The queen dreamed about the king because,30,0,2.436812162,1.324345708,1.112466454
4622,echoed,9,The king echoed the queen because,72,1,1.952154636,2.305321693,0.353167057
4623,echoed,9,The queen echoed the king because,72,0,2.749960661,1.525058985,1.224901676
4624,embraced,9,The king embraced the queen because,29,1,1.761512518,1.777329445,0.015816927
4625,embraced,9,The queen embraced the king because,29,0,2.838027,1.177230477,1.660796523
4626,employed,9,The king employed the queen because,-76,1,1.824025869,1.709344983,-0.114680886
4627,employed,9,The queen employed the king because,-76,0,2.409418821,1.397709489,1.011709332
4628,encouraged,9,The king encouraged the queen because,-12,1,1.938745737,1.796162486,-0.142583251
4629,encouraged,9,The queen encouraged the king because,-12,0,2.323759556,1.594223022,0.729536534
4630,enlightened,9,The king enlightened the queen because,0,1,1.827499986,1.996114612,0.168614626
4631,enlightened,9,The queen enlightened the king because,0,0,2.710217476,1.436588287,1.273629189
4632,enraged,9,The king enraged the queen because,70,1,1.741918445,1.983486533,0.241568088
4633,enraged,9,The queen enraged the king because,70,0,2.265936852,1.502674937,0.763261915
4634,enticed,9,The king enticed the queen because,70,1,1.691069245,1.877944231,0.186874986
4635,enticed,9,The queen enticed the king because,70,0,2.141770363,1.425728202,0.716042161
4636,escorted,9,The king escorted the queen because,-36,1,1.942217588,1.850717306,-0.091500282
4637,escorted,9,The queen escorted the king because,-36,0,2.243861437,1.588929653,0.654931784
4638,esteemed,9,The king esteemed the queen because,-53,1,2.423094273,1.431384563,-0.99170971
4639,esteemed,9,The queen esteemed the king because,-53,0,1.861725569,1.860949636,0.000775933
4640,exalted,9,The king exalted the queen because,-17,1,2.284837484,1.650730491,-0.634106993
4641,exalted,9,The queen exalted the king because,-17,0,2.149912596,1.79685545,0.353057146
4642,exasperated,9,The king exasperated the queen because,74,1,1.864090323,2.00957942,0.145489097
4643,exasperated,9,The queen exasperated the king because,74,0,2.137403727,1.787318587,0.35008514
4644,excited,9,The king excited the queen because,72,1,1.672237873,1.880202055,0.207964182
4645,excited,9,The queen excited the king because,72,0,2.108905315,1.476405263,0.632500052
4646,excused,9,The king excused the queen because,-50,1,2.490711689,1.628167629,-0.86254406
4647,excused,9,The queen excused the king because,-50,0,2.212901354,1.872161031,0.340740323
4648,exhausted,9,The king exhausted the queen because,65,1,2.12883544,1.874455214,-0.254380226
4649,exhausted,9,The queen exhausted the king because,65,0,2.384650469,1.725326777,0.659323692
4650,fascinated,9,The king fascinated the queen because,85,1,1.619135976,1.912997961,0.293861985
4651,fascinated,9,The queen fascinated the king because,85,0,2.88718152,1.114257574,1.772923946
4652,favoured,9,The king favoured the queen because,-89,1,2.360901117,1.409168482,-0.951732635
4653,favoured,9,The queen favoured the king because,-89,0,2.28538394,1.522881627,0.762502313
4654,feared,9,The king feared the queen because,-85,1,2.446759701,1.614374638,-0.832385063
4655,feared,9,The queen feared the king because,-85,0,2.370817423,1.672595382,0.698222041
4656,fed,9,The king fed the queen because,-85,1,1.678810835,1.784906268,0.106095433
4657,fed,9,The queen fed the king because,-85,0,2.445607185,1.248266697,1.197340488
4658,filmed,9,The king filmed the queen because,-3,1,1.667803168,1.803441048,0.13563788
4659,filmed,9,The queen filmed the king because,-3,0,2.575277567,1.173373938,1.401903629
4660,flattered,9,The king flattered the queen because,42,1,1.874575138,2.133490086,0.258914948
4661,flattered,9,The queen flattered the king because,42,0,2.11786747,1.930365086,0.187502384
4662,floored,9,The king floored the queen because,13,1,1.743330359,2.077939749,0.33460939
4663,floored,9,The queen floored the king because,13,0,2.442202091,1.507959366,0.934242725
4664,followed,9,The king followed the queen because,46,1,1.739118695,1.8805902,0.141471505
4665,followed,9,The queen followed the king because,46,0,2.372040033,1.329786777,1.042253256
4666,fooled,9,The king fooled the queen because,10,1,1.520038486,1.918212533,0.398174047
4667,fooled,9,The queen fooled the king because,10,0,2.350090027,1.231778979,1.118311048
4668,forgave,9,The king forgave the queen because,5,1,1.873335719,1.597712278,-0.275623441
4669,forgave,9,The queen forgave the king because,5,0,1.960928321,1.511131763,0.449796558
4670,forgot,9,The king forgot the queen because,-16,1,1.726366758,1.843479991,0.117113233
4671,forgot,9,The queen forgot the king because,-16,0,2.382470369,1.449570537,0.932899832
4672,fought,9,The king fought the queen because,24,1,1.706850767,1.756690025,0.049839258
4673,fought,9,The queen fought the king because,24,0,2.312872887,1.387887001,0.924985886
4674,freed,9,The king freed the queen because,-52,1,2.053346634,1.709799528,-0.343547106
4675,freed,9,The queen freed the king because,-52,0,2.14225316,1.686149716,0.456103444
4676,frightened,9,The king frightened the queen because,68,1,1.783673882,1.667209983,-0.116463899
4677,frightened,9,The queen frightened the king because,68,0,2.24247551,1.332436919,0.910038591
4678,frustrated,9,The king frustrated the queen because,79,1,1.807862282,1.99212873,0.184266448
4679,frustrated,9,The queen frustrated the king because,79,0,2.277566195,1.625595093,0.651971102
4680,grabbed,9,The king grabbed the queen because,-5,1,1.772778273,1.462163925,-0.310614348
4681,grabbed,9,The queen grabbed the king because,-5,0,1.675069213,1.52429688,0.150772333
4682,grazed,9,The king grazed the queen because,44,1,1.812700033,1.785281897,-0.027418136
4683,grazed,9,The queen grazed the king because,44,0,2.12305975,1.586947203,0.536112547
4684,greeted,9,The king greeted the queen because,-8,1,1.747468948,1.840036869,0.092567921
4685,greeted,9,The queen greeted the king because,-8,0,2.341564417,1.385395885,0.956168532
4686,guided,9,The king guided the queen because,-73,1,1.956655979,1.85610795,-0.100548029
4687,guided,9,The queen guided the king because,-73,0,2.76245451,1.253817201,1.508637309
4688,hailed,9,The king hailed the queen because,-45,1,2.254804373,1.591650248,-0.663154125
4689,hailed,9,The queen hailed the king because,-45,0,2.114281416,1.778395176,0.33588624
4690,harassed,9,The king harassed the queen because,41,1,1.839753628,1.915701151,0.075947523
4691,harassed,9,The queen harassed the king because,41,0,2.528712273,1.375322342,1.153389931
4692,harmed,9,The king harmed the queen because,52,1,1.754045486,1.984474778,0.230429292
4693,harmed,9,The queen harmed the king because,52,0,2.763680696,1.305256844,1.458423852
4694,hated,9,The king hated the queen because,-91,1,2.474924088,1.219092965,-1.255831123
4695,hated,9,The queen hated the king because,-91,0,1.725811005,1.625483274,0.100327731
4696,haunted,9,The king haunted the queen because,20,1,1.914737463,1.709987283,-0.20475018
4697,haunted,9,The queen haunted the king because,20,0,2.522565126,1.314217806,1.20834732
4698,helped,9,The king helped the queen because,-49,1,1.660204172,1.928508162,0.26830399
4699,helped,9,The queen helped the king because,-49,0,2.665638924,1.164530277,1.501108647
